"SERIES","Series","TIME","Time period","Value","Flag Codes","Flags"
"NLD-IMP-VOL-TOTAL","IMP-Total","1977-12","Dec-1977",34.1828666478875,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1978","1978",34.5334601519684,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1978-Q1","Q1-1978",33.4816796397257,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1978-01","Jan-1978",33.6569763917662,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1978-02","Feb-1978",32.0793056234021,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1978-03","Mar-1978",34.7087569040089,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1978-Q2","Q2-1978",34.7087569040089,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1978-04","Apr-1978",35.2346471601302,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1978-05","May-1978",34.7087569040089,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1978-06","Jun-1978",34.1828666478875,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1978-Q3","Q3-1978",33.1310861356448,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1978-07","Jul-1978",31.5534153672808,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1978-08","Aug-1978",33.1310861356448,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1978-09","Sep-1978",34.7087569040089,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1978-Q4","Q4-1978",36.8123179284943,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1978-10","Oct-1978",37.864098440737,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1978-11","Nov-1978",37.864098440737,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1978-12","Dec-1978",34.7087569040089,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1979","1979",36.7684937404842,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1979-Q1","Q1-1979",35.5852406642111,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1979-01","Jan-1979",34.1828666478875,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1979-02","Feb-1979",33.1310861356448,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1979-03","Mar-1979",39.441769209101,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1979-Q2","Q2-1979",36.8123179284943,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1979-04","Apr-1979",35.2346471601302,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1979-05","May-1979",38.9158789529797,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1979-06","Jun-1979",36.2864276723729,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1979-Q3","Q3-1979",35.2346471601302,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1979-07","Jul-1979",33.6569763917662,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1979-08","Aug-1979",35.7605374162516,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1979-09","Sep-1979",36.2864276723729,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1979-Q4","Q4-1979",39.441769209101,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1979-10","Oct-1979",41.019439977465,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1979-11","Nov-1979",39.441769209101,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1979-12","Dec-1979",37.864098440737,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1980","1980",35.8043616042617,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1980-Q1","Q1-1980",37.864098440737,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1980-01","Jan-1980",36.8123179284943,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1980-02","Feb-1980",36.8123179284943,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1980-03","Mar-1980",39.9676594652223,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1980-Q2","Q2-1980",36.2864276723729,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1980-04","Apr-1980",35.2346471601302,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1980-05","May-1980",35.7605374162516,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1980-06","Jun-1980",37.864098440737,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1980-Q3","Q3-1980",33.3063828876853,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1980-07","Jul-1980",33.1310861356448,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1980-08","Aug-1980",32.0793056234021,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1980-09","Sep-1980",34.7087569040089,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1980-Q4","Q4-1980",35.7605374162516,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1980-10","Oct-1980",36.8123179284943,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1980-11","Nov-1980",34.1828666478875,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1980-12","Dec-1980",36.2864276723729,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1981","1981",33.3502070756954,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1981-Q1","Q1-1981",32.7804926315639,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1981-01","Jan-1981",30.5016348550381,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1981-02","Feb-1981",32.6051958795235,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1981-03","Mar-1981",35.2346471601302,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1981-Q2","Q2-1981",33.8322731438066,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1981-04","Apr-1981",33.6569763917662,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1981-05","May-1981",31.5534153672808,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1981-06","Jun-1981",36.2864276723729,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1981-Q3","Q3-1981",31.5534153672808,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1981-07","Jul-1981",32.0793056234021,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1981-08","Aug-1981",29.4498543427954,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1981-09","Sep-1981",33.1310861356448,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1981-Q4","Q4-1981",35.2346471601302,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1981-10","Oct-1981",35.7605374162516,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1981-11","Nov-1981",34.1828666478875,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1981-12","Dec-1981",35.7605374162516,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1982","1982",33.4378554517156,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1982-Q1","Q1-1982",32.2546023754426,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1982-01","Jan-1982",29.9757445989168,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1982-02","Feb-1982",29.9757445989168,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1982-03","Mar-1982",36.8123179284943,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1982-Q2","Q2-1982",34.358163399928,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1982-04","Apr-1982",34.7087569040089,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1982-05","May-1982",32.0793056234021,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1982-06","Jun-1982",36.2864276723729,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1982-Q3","Q3-1982",31.9040088713617,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1982-07","Jul-1982",31.0275251111595,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1982-08","Aug-1982",30.5016348550381,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1982-09","Sep-1982",34.1828666478875,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1982-Q4","Q4-1982",35.2346471601302,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1982-10","Oct-1982",32.6051958795235,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1982-11","Nov-1982",36.2864276723729,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1982-12","Dec-1982",36.8123179284943,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1983","1983",34.1828666478875,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1983-Q1","Q1-1983",33.1310861356448,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1983-01","Jan-1983",32.0793056234021,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1983-02","Feb-1983",30.5016348550381,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1983-03","Mar-1983",36.8123179284943,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1983-Q2","Q2-1983",34.5334601519684,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1983-04","Apr-1983",33.1310861356448,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1983-05","May-1983",34.1828666478875,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1983-06","Jun-1983",36.2864276723729,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1983-Q3","Q3-1983",32.9557893836044,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1983-07","Jul-1983",30.5016348550381,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1983-08","Aug-1983",34.1828666478875,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1983-09","Sep-1983",34.1828666478875,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1983-Q4","Q4-1983",36.1111309203325,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1983-10","Oct-1983",36.2864276723729,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1983-11","Nov-1983",36.2864276723729,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1983-12","Dec-1983",35.7605374162516,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1984","1984",37.3382081846156,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1984-Q1","Q1-1984",37.6888016886965,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1984-01","Jan-1984",37.3382081846156,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1984-02","Feb-1984",38.3899886968583,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1984-03","Mar-1984",37.3382081846156,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1984-Q2","Q2-1984",36.6370211764538,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1984-04","Apr-1984",36.2864276723729,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1984-05","May-1984",37.864098440737,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1984-06","Jun-1984",35.7605374162516,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1984-Q3","Q3-1984",36.1111309203325,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1984-07","Jul-1984",35.2346471601302,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1984-08","Aug-1984",36.8123179284943,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1984-09","Sep-1984",36.2864276723729,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1984-Q4","Q4-1984",38.9158789529797,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1984-10","Oct-1984",42.0712204897077,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1984-11","Nov-1984",39.9676594652223,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1984-12","Dec-1984",34.7087569040089,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1985","1985",39.9238352772122,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1985-Q1","Q1-1985",40.8441432254246,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1985-01","Jan-1985",41.019439977465,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1985-02","Feb-1985",38.3899886968583,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1985-03","Mar-1985",43.1230010019504,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1985-Q2","Q2-1985",39.0911757050201,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1985-04","Apr-1985",37.3382081846156,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1985-05","May-1985",41.019439977465,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1985-06","Jun-1985",38.9158789529797,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1985-Q3","Q3-1985",38.9158789529797,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1985-07","Jul-1985",38.3899886968583,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1985-08","Aug-1985",37.864098440737,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1985-09","Sep-1985",40.4935497213437,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1985-Q4","Q4-1985",40.8441432254246,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1985-10","Oct-1985",43.6488912580718,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1985-11","Nov-1985",41.5453302335864,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1985-12","Dec-1985",37.3382081846156,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1986","1986",41.3700334815459,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1986-Q1","Q1-1986",40.4935497213437,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1986-01","Jan-1986",41.019439977465,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1986-02","Feb-1986",37.864098440737,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1986-03","Mar-1986",42.5971107458291,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1986-Q2","Q2-1986",41.5453302335864,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1986-04","Apr-1986",43.1230010019504,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1986-05","May-1986",39.9676594652223,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1986-06","Jun-1986",41.5453302335864,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1986-Q3","Q3-1986",39.9676594652223,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1986-07","Jul-1986",40.4935497213437,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1986-08","Aug-1986",37.3382081846156,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1986-09","Sep-1986",42.0712204897077,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1986-Q4","Q4-1986",43.4735945060313,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1986-10","Oct-1986",46.2783425386785,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1986-11","Nov-1986",41.5453302335864,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1986-12","Dec-1986",42.5971107458291,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1987","1987",44.2186057022032,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1987-Q1","Q1-1987",43.4735945060313,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1987-01","Jan-1987",39.9676594652223,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1987-02","Feb-1987",43.6488912580718,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1987-03","Mar-1987",46.8042327947999,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1987-Q2","Q2-1987",42.5971107458291,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1987-04","Apr-1987",43.1230010019504,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1987-05","May-1987",41.5453302335864,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1987-06","Jun-1987",43.1230010019504,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1987-Q3","Q3-1987",42.7724074978695,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1987-07","Jul-1987",43.1230010019504,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1987-08","Aug-1987",38.9158789529797,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1987-09","Sep-1987",46.2783425386785,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1987-Q4","Q4-1987",48.031310059083,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1987-10","Oct-1987",47.3301230509212,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1987-11","Nov-1987",47.8560133070425,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1987-12","Dec-1987",48.9077938192852,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1988","1988",47.1110021108706,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1988-Q1","Q1-1988",46.1030457866381,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1988-01","Jan-1988",38.3899886968583,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1988-02","Feb-1988",47.3301230509212,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1988-03","Mar-1988",52.5890256121347,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1988-Q2","Q2-1988",47.6807165550021,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1988-04","Apr-1988",46.2783425386785,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1988-05","May-1988",46.2783425386785,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1988-06","Jun-1988",50.4854645876493,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1988-Q3","Q3-1988",45.4018587784763,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1988-07","Jul-1988",42.5971107458291,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1988-08","Aug-1988",44.1747815141931,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1988-09","Sep-1988",49.4336840754066,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1988-Q4","Q4-1988",49.2583873233661,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1988-10","Oct-1988",50.4854645876493,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1988-11","Nov-1988",49.9595743315279,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1988-12","Dec-1988",47.3301230509212,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1989","1989",48.7324970672448,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1989-Q1","Q1-1989",47.8560133070425,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1989-01","Jan-1989",46.8042327947999,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1989-02","Feb-1989",45.2265620264358,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1989-03","Mar-1989",51.537245099892,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1989-Q2","Q2-1989",49.9595743315279,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1989-04","Apr-1989",47.3301230509212,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1989-05","May-1989",49.4336840754066,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1989-06","Jun-1989",53.114915868256,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1989-Q3","Q3-1989",45.7524522825572,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1989-07","Jul-1989",43.1230010019504,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1989-08","Aug-1989",45.7524522825572,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1989-09","Sep-1989",48.3819035631639,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1989-Q4","Q4-1989",51.3619483478515,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1989-10","Oct-1989",54.69258663662,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1989-11","Nov-1989",52.0631353560133,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1989-12","Dec-1989",47.3301230509212,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1990","1990",52.1946079200437,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1990-Q1","Q1-1990",52.2384321080538,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1990-01","Jan-1990",51.537245099892,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1990-02","Feb-1990",49.9595743315279,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1990-03","Mar-1990",55.2184768927414,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1990-Q2","Q2-1990",53.2902126202965,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1990-04","Apr-1990",48.3819035631639,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1990-05","May-1990",56.7961476611054,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1990-06","Jun-1990",54.69258663662,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1990-Q3","Q3-1990",49.9595743315279,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1990-07","Jul-1990",48.9077938192852,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1990-08","Aug-1990",49.9595743315279,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1990-09","Sep-1990",51.0113548437706,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1990-Q4","Q4-1990",53.2902126202965,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1990-10","Oct-1990",58.3738184294695,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1990-11","Nov-1990",54.1666963804987,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1990-12","Dec-1990",47.3301230509212,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1991","1991",54.0352238164684,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1991-Q1","Q1-1991",54.1666963804987,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1991-01","Jan-1991",53.6408061243774,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1991-02","Feb-1991",53.114915868256,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1991-03","Mar-1991",55.7443671488627,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1991-Q2","Q2-1991",54.69258663662,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1991-04","Apr-1991",55.2184768927414,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1991-05","May-1991",55.7443671488627,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1991-06","Jun-1991",53.114915868256,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1991-Q3","Q3-1991",52.2384321080538,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1991-07","Jul-1991",55.7443671488627,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1991-08","Aug-1991",47.3301230509212,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1991-09","Sep-1991",53.6408061243774,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1991-Q4","Q4-1991",55.043180140701,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1991-10","Oct-1991",59.4255989417122,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1991-11","Nov-1991",54.1666963804987,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1991-12","Dec-1991",51.537245099892,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1992","1992",55.2184768927414,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1992-Q1","Q1-1992",57.6726314213077,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1992-01","Jan-1992",56.2702574049841,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1992-02","Feb-1992",56.2702574049841,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1992-03","Mar-1992",60.4773794539549,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1992-Q2","Q2-1992",54.8678833886605,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1992-04","Apr-1992",55.7443671488627,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1992-05","May-1992",52.5890256121347,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1992-06","Jun-1992",56.2702574049841,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1992-Q3","Q3-1992",52.7643223641751,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1992-07","Jul-1992",56.2702574049841,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1992-08","Aug-1992",46.8042327947999,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1992-09","Sep-1992",55.2184768927414,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1992-Q4","Q4-1992",55.5690703968223,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1992-10","Oct-1992",58.3738184294695,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1992-11","Nov-1992",54.1666963804987,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1992-12","Dec-1992",54.1666963804987,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1993","1993",56.5770267210549,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1993-Q1","Q1-1993",56.4455541570245,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1993-01","Jan-1993",54.1666963804987,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1993-02","Feb-1993",53.6408061243774,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1993-03","Mar-1993",61.5291599661976,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1993-Q2","Q2-1993",56.0949606529436,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1993-04","Apr-1993",55.7443671488627,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1993-05","May-1993",50.4854645876493,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1993-06","Jun-1993",62.0550502223189,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1993-Q3","Q3-1993",54.5172898845796,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1993-07","Jul-1993",55.2184768927414,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1993-08","Aug-1993",51.0113548437706,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1993-09","Sep-1993",57.3220379172268,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1993-Q4","Q4-1993",59.2503021896717,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1993-10","Oct-1993",56.7961476611054,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1993-11","Nov-1993",57.3220379172268,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1993-12","Dec-1993",63.6327209906829,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1994","1994",63.3697758626223,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1994-Q1","Q1-1994",62.0550502223189,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1994-01","Jan-1994",59.4255989417122,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1994-02","Feb-1994",59.4255989417122,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1994-03","Mar-1994",67.3139527835324,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1994-Q2","Q2-1994",62.7562372304807,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1994-04","Apr-1994",62.5809404784403,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1994-05","May-1994",59.4255989417122,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1994-06","Jun-1994",66.2621722712897,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1994-Q3","Q3-1994",60.4773794539549,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1994-07","Jul-1994",56.7961476611054,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1994-08","Aug-1994",57.8479281733481,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1994-09","Sep-1994",66.788062527411,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1994-Q4","Q4-1994",68.1904365437346,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1994-10","Oct-1994",65.210391759047,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1994-11","Nov-1994",69.9434040641391,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1994-12","Dec-1994",69.4175138080178,,
"NLD-IMP-VOL-TOTAL","IMP-Total","1995","1995",70.3378217562301,,
